2,2,2
46.03,-6.45,-3.51
34.22,33.56,21.91
78.71,0.03,74.19
52.32,50.36,29.86
50.35,-19.7,-12.52
53.84,-1.23,16.72
72.81,3.47,19.89
42.24,-15.17,-14.69
27.42,18.16,-20.82
51.45,23.81,22.19
89.24,0.05,1.34
49.38,-9.82,25.78
